path,errors,warnings,AutomatedReadability,ColemanLiau,FleschKincaid,FleschReadingEase,GunningFog,LIX,SMOG
packages/ckeditor5-paragraph/CHANGELOG.md,3,30,10.33,15.24,11.23,27.47,12.38,53.82,11.6
packages/ckeditor5-paragraph/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-paragraph/LICENSE.md,0,3,10.64,13.59,10.32,45.23,14.69,57.78,13.71
packages/ckeditor5-paragraph/README.md,0,1,5.92,9.73,7.75,51.2,12.19,41.35,10.29
packages/ckeditor5-paragraph/docs/api/paragraph.md,0,0,4.52,6.24,6.58,54.42,9.95,40.03,8.17
packages/ckeditor5-paste-from-office/CHANGELOG.md,3,8,8.78,13.31,9.13,41.83,10.68,46.09,10.44
packages/ckeditor5-paste-from-office/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-paste-from-office/LICENSE.md,0,3,10.55,13.34,10.13,47.12,14.2,56.13,13.48
packages/ckeditor5-paste-from-office/README.md,0,1,6.64,10.45,7.06,59.71,9.14,35.83,9.73
packages/ckeditor5-paste-from-office/docs/api/paste-from-office.md,0,0,4.15,5.94,6.01,58.68,8.57,33.19,7.79
packages/ckeditor5-paste-from-office/docs/features/paste-from-google-docs.md,0,15,8.91,11.36,8.87,55.87,9.4,41.16,10.99
packages/ckeditor5-paste-from-office/docs/features/paste-from-office.md,0,23,9.06,11.4,9.17,54.3,10.12,41.27,11.56
packages/ckeditor5-remove-format/CHANGELOG.md,0,5,11.54,15.58,11.44,20.32,12.75,65.2,10.33
packages/ckeditor5-remove-format/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-remove-format/LICENSE.md,0,3,10.6,13.46,10.29,45.75,14.24,56.42,13.48
packages/ckeditor5-remove-format/README.md,0,1,5.77,9.55,7.27,55.63,9.87,36.95,9.83
packages/ckeditor5-remove-format/docs/api/remove-format.md,0,0,3.22,4.95,5.3,64.05,7.71,29.54,7.55
packages/ckeditor5-remove-format/docs/features/remove-format.md,0,13,7.29,9.51,8.31,59.24,9.62,35.61,11.27
packages/ckeditor5-restricted-editing/CHANGELOG.md,0,7,8.38,12.74,8.67,46.89,10.85,48.95,11.38
packages/ckeditor5-restricted-editing/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-restricted-editing/LICENSE.md,0,3,10.84,13.77,10.53,43.98,14.24,58.51,13.93
packages/ckeditor5-restricted-editing/README.md,0,1,6.52,10.33,7.93,53.13,9.32,42.7,11.21
packages/ckeditor5-restricted-editing/docs/api/restricted-editing.md,0,0,3.32,5.43,5.43,63.59,7.39,35.15,8.24
packages/ckeditor5-restricted-editing/docs/features/restricted-editing.md,0,14,8.37,10.49,9.53,51.91,10.16,42.01,12.4
packages/ckeditor5-select-all/CHANGELOG.md,0,1,5.81,9.57,8.09,48.21,7.3,42.25,9.52
packages/ckeditor5-select-all/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-select-all/LICENSE.md,0,3,10.45,13.28,10.16,46.63,14.24,56.42,13.48
packages/ckeditor5-select-all/README.md,0,1,4.88,8.33,6.46,63.23,9.4,34.28,9.52
packages/ckeditor5-select-all/docs/api/select-all.md,0,1,4.55,7.68,6.93,54.64,7.69,35.01,8.84
packages/ckeditor5-select-all/docs/features/select-all.md,0,6,6.74,8.91,8.11,60.32,9.21,37.1,10.36
packages/ckeditor5-show-blocks/CHANGELOG.md,0,1,4.28,7.69,8.73,44.05,11.83,44.96,10.13
packages/ckeditor5-show-blocks/LICENSE.md,0,3,10.5,13.34,10.04,47.51,14.24,56.42,13.48
packages/ckeditor5-show-blocks/README.md,0,1,5.9,9.15,6.3,67.52,8.45,35.73,9.73
packages/ckeditor5-show-blocks/docs/api/show-blocks.md,0,0,4.72,7.98,5.3,66.6,6.89,35.87,8
packages/ckeditor5-show-blocks/docs/features/show-blocks.md,0,6,6.86,9.21,7.73,62.45,8.75,38.11,10.36
packages/ckeditor5-source-editing/CHANGELOG.md,0,1,3.94,7.2,7.4,52.7,9.07,39.33,8.84
packages/ckeditor5-source-editing/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-source-editing/LICENSE.md,0,3,10.65,13.52,10.29,45.75,14.24,57.46,13.71
packages/ckeditor5-source-editing/README.md,0,1,5.81,9.04,6.93,62.95,9.52,36.46,10.69
packages/ckeditor5-source-editing/docs/api/source-editing.md,0,0,3.35,5.11,5.3,64.05,7.71,32.11,7.91
packages/ckeditor5-source-editing/docs/features/source-editing.md,0,19,7.28,9.44,8.17,60.41,9.45,36.74,11.26
packages/ckeditor5-special-characters/CHANGELOG.md,0,2,6.72,10.3,7.6,49.48,10.62,51.15,9.66
packages/ckeditor5-special-characters/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-special-characters/LICENSE.md,0,3,10.84,13.77,10.41,44.87,14.65,58.51,13.71
packages/ckeditor5-special-characters/README.md,0,1,6.53,10.37,7.47,56.18,11.18,43.1,10.41
packages/ckeditor5-special-characters/docs/api/special-characters.md,0,0,3.83,5.71,5.6,61.88,8.74,34.67,7.91
packages/ckeditor5-special-characters/docs/features/special-characters.md,0,19,8.16,11.4,9.94,44.21,11.84,42.92,11.93
packages/ckeditor5-style/CHANGELOG.md,0,1,3.94,7.2,7.4,52.7,9.07,39.33,8.84
packages/ckeditor5-style/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-style/LICENSE.md,0,3,10.44,13.34,10.07,47.01,14.27,56.73,13.48
packages/ckeditor5-style/README.md,0,1,5.39,9.04,7.11,57.63,10.92,37.13,10.13
packages/ckeditor5-style/docs/api/style.md,0,0,3.86,6.13,5.31,64.52,8,33.17,7.79
packages/ckeditor5-style/docs/features/style.md,0,8,6.33,9.85,7.49,58.04,9.36,33.76,10.23
packages/ckeditor5-table/CHANGELOG.md,2,35,7.66,11.92,7.53,53.43,8.81,42.19,9.8
packages/ckeditor5-table/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-table/LICENSE.md,0,4,11.77,14.8,11.97,34.17,16.39,58.44,15.02
packages/ckeditor5-table/README.md,0,1,4.26,7.58,5.41,66.77,7.64,32.3,8.52
packages/ckeditor5-table/docs/api/table.md,0,0,2.28,-1.26,4.53,66.4,6.72,31.43,6.6
packages/ckeditor5-table/docs/features/tables-caption.md,0,10,5.16,8.09,6.73,65.18,7.48,33.67,9.22
packages/ckeditor5-table/docs/features/tables-resize.md,0,8,6.47,9.22,7.73,60.42,8.5,33.87,9.92
packages/ckeditor5-table/docs/features/tables-styling.md,0,13,7.05,9.87,7.75,60.57,8.11,34.05,10.06
packages/ckeditor5-table/docs/features/tables.md,0,62,7.55,9.44,8.79,57.28,9.42,36.11,10.68
packages/ckeditor5-theme-lark/CHANGELOG.md,9,58,7.93,11.95,7.85,54.79,9.99,41.05,10.76
packages/ckeditor5-theme-lark/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-theme-lark/LICENSE.md,0,3,10.29,13.15,9.95,47.9,14.27,55.68,13.48
packages/ckeditor5-theme-lark/README.md,0,1,5.55,9.28,7,57.11,11.08,38.11,9.96
packages/ckeditor5-theme-lark/docs/api/theme-lark.md,0,0,2.21,3.52,3.93,73.61,7.39,30.25,7.39
packages/ckeditor5-theme-lark/docs/examples/theme-customization.md,0,2,6.12,9.9,7.69,54.19,11.53,30.92,10.86
packages/ckeditor5-theme-lark/docs/framework/theme-customization.md,0,19,8.86,10.18,9.09,58.41,10.4,39,11.76
packages/ckeditor5-typing/CHANGELOG.md,2,33,6.73,10.76,7.19,55.56,8.68,41.13,9.65
packages/ckeditor5-typing/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-typing/LICENSE.md,0,4,11.81,14.85,11.97,34.17,16.39,58.44,15.02
packages/ckeditor5-typing/README.md,0,1,8.81,13.08,9.64,41.73,11.44,45.49,11.46
packages/ckeditor5-typing/docs/api/typing.md,0,1,8.17,12.55,9.57,38.61,9.13,44.15,10.44
packages/ckeditor5-typing/docs/features/text-transformation.md,0,8,8.69,11.96,9.04,51.1,10.38,38.19,11.56
packages/ckeditor5-ui/CHANGELOG.md,7,80,6.99,11.06,7.01,56.18,8.88,40.25,9.48
packages/ckeditor5-ui/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-ui/LICENSE.md,0,4,11.74,14.75,11.97,34.17,16.71,58.44,15.17
packages/ckeditor5-ui/README.md,0,1,6.25,10.05,8.46,48.91,12.48,40.43,10.95
packages/ckeditor5-ui/docs/api/ui.md,0,0,3.96,7.27,6.11,62.6,9.4,32.08,9.1
packages/ckeditor5-ui/docs/examples/custom-ui.md,0,2,6.31,9.97,8.49,49.85,12.61,36.07,11.98
packages/ckeditor5-ui/docs/features/blocktoolbar.md,0,12,7.02,8.38,7.83,65.65,9.47,36.21,10.3
packages/ckeditor5-ui/docs/framework/deep-dive/focus-tracking.md,4,107,8.72,8.96,9.53,58.76,11.31,38.46,11.76
packages/ckeditor5-ui/docs/framework/external-ui.md,0,17,7.86,8.99,8.53,62.22,10.71,38.17,11.42
packages/ckeditor5-undo/CHANGELOG.md,0,16,9.1,13.02,8.8,40.17,10.99,54.92,9.98
packages/ckeditor5-undo/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-undo/LICENSE.md,0,3,10.39,13.28,10.2,46.12,14.27,56.73,13.48
packages/ckeditor5-undo/README.md,0,1,5.41,9.1,7.49,53.03,11.32,39.18,9.96
packages/ckeditor5-undo/docs/api/undo.md,0,1,5.37,8.62,8.07,46.1,8.4,39,9.12
packages/ckeditor5-undo/docs/features/undo-redo.md,0,20,7.35,9.52,8.55,57.73,9.47,38.53,10.69
packages/ckeditor5-upload/CHANGELOG.md,0,34,6.38,10.27,7.23,54.21,8.45,41.84,9.48
packages/ckeditor5-upload/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-upload/LICENSE.md,0,3,10.49,13.4,10.2,46.12,14.27,56.73,13.48
packages/ckeditor5-upload/README.md,0,1,6.04,9.9,8.23,48.3,12.74,40.19,10.61
packages/ckeditor5-upload/docs/api/upload.md,0,0,5.64,9.28,8.77,42.59,9.19,34.4,9.93
packages/ckeditor5-upload/docs/features/base64-upload-adapter.md,0,16,6.95,9.11,8.87,55.14,9.57,34.31,11.81
packages/ckeditor5-upload/docs/features/simple-upload-adapter.md,0,17,7.49,9.21,9.01,56.3,10.65,35.56,11.99
packages/ckeditor5-utils/CHANGELOG.md,4,38,7.5,11.71,7.84,50.44,9.91,42.94,9.93
packages/ckeditor5-utils/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-utils/LICENSE.md,0,4,11.82,14.9,12.11,33.01,16.76,58.69,15.17
packages/ckeditor5-utils/README.md,0,1,4.69,8.22,7.58,53.19,12.09,39.14,10.41
packages/ckeditor5-utils/docs/api/utils.md,0,0,2.47,5.22,5.86,62.82,8.75,30.95,8.55
packages/ckeditor5-utils/docs/framework/deep-dive/observables.md,0,73,8.2,9.48,9.03,58.4,11.01,39.37,11.98
packages/ckeditor5-watchdog/CHANGELOG.md,0,13,8.04,12.31,9.09,43.93,9.78,43.8,10.57
packages/ckeditor5-watchdog/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-watchdog/LICENSE.md,0,4,11.89,14.94,11.97,34.17,16.39,59.24,15.02
packages/ckeditor5-watchdog/README.md,0,1,5.68,9.35,7.07,58.6,10.7,40.81,10.13
packages/ckeditor5-watchdog/docs/api/watchdog.md,0,0,3.74,6.24,5.83,61.27,8.91,35.61,8.24
packages/ckeditor5-watchdog/docs/features/watchdog.md,0,18,8.66,10.71,9.42,53.2,11.59,41.11,12.07
packages/ckeditor5-widget/CHANGELOG.md,10,33,7.68,11.89,8.02,51.18,10.05,43.77,10.28
packages/ckeditor5-widget/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-widget/LICENSE.md,0,4,11.66,14.66,11.97,34.17,16.39,57.65,15.02
packages/ckeditor5-widget/README.md,0,1,5.08,8.69,7.36,54.22,11.2,36.5,9.96
packages/ckeditor5-widget/docs/api/widget.md,1,10,5.86,9.03,8.31,53.55,9.5,36.43,10.71
packages/ckeditor5-widget/docs/framework/deep-dive/widget-internals.md,0,20,10.11,10.4,10.36,53.8,11.82,43.93,12.01
packages/ckeditor5-word-count/CHANGELOG.md,0,5,9.23,13.46,9.37,36.89,10.29,53.32,9.97
packages/ckeditor5-word-count/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-word-count/LICENSE.md,0,4,11.92,14.82,11.95,34.89,16.59,58.52,15.17
packages/ckeditor5-word-count/README.md,0,1,5.68,9.37,6.59,61.87,10.77,36.45,10.13
packages/ckeditor5-word-count/docs/api/word-count.md,0,1,2.89,5.62,4.65,70.96,8.39,26.23,8.3
packages/ckeditor5-word-count/docs/features/word-count.md,0,18,6.89,9.54,7.71,61.41,9.47,35.7,10.62
external/ckeditor5-commercial/packages/ckeditor5-import-word/LICENSE.md,0,7,10.39,12.73,9.85,50.63,13.26,55.49,13.26
external/ckeditor5-commercial/packages/ckeditor5-import-word/README.md,0,13,8.27,10.8,8.69,56.28,11.49,46.53,12.16
external/ckeditor5-commercial/packages/ckeditor5-import-word/docs/api/import-word.md,0,0,2.62,5.41,4.52,72.43,6.75,28.23,7.65
external/ckeditor5-commercial/packages/ckeditor5-import-word/docs/features/features-comparison.md,0,57,6.03,9.79,7.3,56.96,8.62,37.98,10.14
external/ckeditor5-commercial/packages/ckeditor5-import-word/docs/features/import-word.md,0,54,8.11,10.13,8.75,57.63,10.17,40.98,11.6
external/ckeditor5-commercial/packages/ckeditor5-operations-compressor/CHANGELOG.md,0,14,15.33,21.4,17.13,-13.57,17.75,67.55,14.02
external/ckeditor5-commercial/packages/ckeditor5-operations-compressor/LICENSE.md,0,9,12.26,15.32,12.56,30.29,17.21,59.69,15.79
external/ckeditor5-commercial/packages/ckeditor5-operations-compressor/README.md,0,11,11.77,14.38,12.8,29.75,16.17,56.57,15.11
external/ckeditor5-commercial/packages/ckeditor5-pagination/CHANGELOG.md,0,1,4.28,7.69,8.73,44.05,11.83,44.96,10.13
external/ckeditor5-commercial/packages/ckeditor5-pagination/LICENSE.md,0,8,12.31,15.2,12.61,30.61,16.81,61.88,15.47
external/ckeditor5-commercial/packages/ckeditor5-pagination/README.md,0,15,8.58,10.98,9.55,50.87,12.79,48.97,12.8
external/ckeditor5-commercial/packages/ckeditor5-pagination/docs/api/pagination.md,0,0,2.69,5.66,4.39,74.5,6.81,26.11,8.17
external/ckeditor5-commercial/packages/ckeditor5-pagination/docs/features/pagination-integration.md,0,41,8.89,10.06,9.1,58.84,11.43,38.34,11.73
external/ckeditor5-commercial/packages/ckeditor5-pagination/docs/features/pagination.md,0,27,7.59,10.22,8.81,54.35,11.02,39.97,11.49
external/ckeditor5-commercial/packages/ckeditor5-paste-from-office-enhanced/CHANGELOG.md,0,1,4.28,7.69,8.73,44.05,11.83,44.96,10.13
external/ckeditor5-commercial/packages/ckeditor5-paste-from-office-enhanced/LICENSE.md,0,7,11.11,13.42,10.13,49.4,13.23,57.6,13.26
external/ckeditor5-commercial/packages/ckeditor5-paste-from-office-enhanced/README.md,0,11,9.78,12.46,9.36,52.31,11.97,51.88,12.16
external/ckeditor5-commercial/packages/ckeditor5-paste-from-office-enhanced/docs/api/paste-from-office-enhanced.md,0,0,3.5,6.13,4.89,68.43,7.16,31.07,7.65
external/ckeditor5-commercial/packages/ckeditor5-paste-from-office-enhanced/docs/features/paste-from-office-enhanced.md,0,27,8.78,11.81,9.12,51.64,10.59,41.28,11.71
external/ckeditor5-commercial/packages/ckeditor5-real-time-collaboration/CHANGELOG.md,1,50,9.96,13.46,11.2,36.02,11.32,44.8,12.39
external/ckeditor5-commercial/packages/ckeditor5-real-time-collaboration/LICENSE.md,1,10,11.76,14.78,12.28,31.99,15.84,55.67,14.67
external/ckeditor5-commercial/packages/ckeditor5-real-time-collaboration/README.md,0,11,10.59,13.7,11.77,34.17,14.67,51.08,13.74
external/ckeditor5-commercial/packages/ckeditor5-real-time-collaboration/docs/features/real-time-collaboration-integration.md,0,66,9.58,10.66,10.41,50.36,12.87,42.68,13.09
external/ckeditor5-commercial/packages/ckeditor5-real-time-collaboration/docs/features/real-time-collaboration.md,0,16,9.16,11.55,10.48,44.77,12.1,43.1,12.62
external/ckeditor5-commercial/packages/ckeditor5-real-time-collaboration/docs/features/users-in-real-time-collaboration.md,0,37,8.55,9.92,9.98,51.51,11.89,38.83,12.4
external/ckeditor5-commercial/packages/ckeditor5-revision-history/CHANGELOG.md,0,1,4.35,7.69,6.71,61.24,8.2,45.5,8.84
external/ckeditor5-commercial/packages/ckeditor5-revision-history/LICENSE.md,0,8,11.88,14.93,12.54,30.07,17.89,61.14,15.77
external/ckeditor5-commercial/packages/ckeditor5-revision-history/README.md,0,12,9.63,12.92,10.72,39.95,14.61,53.4,13.38
external/ckeditor5-commercial/packages/ckeditor5-revision-history/docs/api/revision-history.md,0,0,5.98,9.32,6.9,62.83,10.76,33.8,10.5
external/ckeditor5-commercial/packages/ckeditor5-revision-history/docs/features/revision-history-integration.md,0,87,8.5,10.3,9.74,51.72,13.28,41.01,12.93
external/ckeditor5-commercial/packages/ckeditor5-revision-history/docs/features/revision-history.md,0,6,7.33,9.97,9.02,52.52,12.25,43.9,12.04
external/ckeditor5-commercial/packages/ckeditor5-slash-command/CHANGELOG.md,0,1,3.94,7.2,7.4,52.7,9.07,39.33,8.84
external/ckeditor5-commercial/packages/ckeditor5-slash-command/LICENSE.md,0,7,10.63,13.23,9.92,49.36,13.31,59.29,13.26
external/ckeditor5-commercial/packages/ckeditor5-slash-command/README.md,0,12,8.39,11.13,8.74,55.2,11.89,50.6,12.06
external/ckeditor5-commercial/packages/ckeditor5-slash-command/docs/api/slash-command.md,0,1,3.8,7.08,5.45,69.22,8.35,32.82,9.15
external/ckeditor5-commercial/packages/ckeditor5-slash-command/docs/features/slash-commands.md,0,35,6.63,8.81,7.87,61.92,9.16,38.06,10.34
external/ckeditor5-commercial/packages/ckeditor5-template/CHANGELOG.md,0,1,4.28,7.69,8.73,44.05,11.83,44.96,10.13
external/ckeditor5-commercial/packages/ckeditor5-template/LICENSE.md,0,7,10.6,13.4,10.01,47.99,13.38,60.25,13.26
external/ckeditor5-commercial/packages/ckeditor5-template/README.md,0,12,8.58,11.59,8.79,53.88,11.43,52.1,11.75
external/ckeditor5-commercial/packages/ckeditor5-template/docs/api/template.md,0,0,5.84,9.62,6.86,59.12,7.75,38.79,9.44
external/ckeditor5-commercial/packages/ckeditor5-template/docs/features/template.md,0,14,7.1,9.84,8.25,57.39,10.11,41.08,10.95
external/ckeditor5-commercial/packages/ckeditor5-track-changes/CHANGELOG.md,0,30,9.99,13.79,10.1,42.63,10.56,46.7,12.14
external/ckeditor5-commercial/packages/ckeditor5-track-changes/LICENSE.md,0,8,11.7,14.39,11.58,38.13,15.56,59.36,14.87
external/ckeditor5-commercial/packages/ckeditor5-track-changes/README.md,0,10,9.13,12.63,9.75,45.5,11.58,49.56,12.09
external/ckeditor5-commercial/packages/ckeditor5-track-changes/docs/api/track-changes.md,0,0,3.28,5.15,4.51,69.83,5.89,32.57,7.45
external/ckeditor5-commercial/packages/ckeditor5-track-changes/docs/features/track-changes-custom-features.md,0,38,9.39,11.68,9.67,51.22,11.59,46.35,12.22
external/ckeditor5-commercial/packages/ckeditor5-track-changes/docs/features/track-changes-data.md,0,11,8.51,10.51,9.64,51.66,11.18,39.02,11.89
external/ckeditor5-commercial/packages/ckeditor5-track-changes/docs/features/track-changes-integration.md,0,68,8.2,9.81,9.23,55.73,11.5,37.1,11.71
external/ckeditor5-commercial/packages/ckeditor5-track-changes/docs/features/track-changes.md,0,41,7.53,9.89,8.66,56.38,10.78,38.4,11.6
packages/ckeditor5-adapter-ckfinder/CHANGELOG.md,0,14,9.74,13.66,10.06,30.8,11.73,57.88,10.29
packages/ckeditor5-adapter-ckfinder/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-adapter-ckfinder/LICENSE.md,0,3,10.59,13.52,10.32,45.23,14.69,57.78,13.71
packages/ckeditor5-adapter-ckfinder/README.md,0,1,7.36,10.97,9.02,47.96,13.06,38.99,11.93
packages/ckeditor5-adapter-ckfinder/docs/api/adapter-ckfinder.md,0,0,4.07,7.41,6.63,58.9,10.69,32.96,9.89
packages/ckeditor5-alignment/CHANGELOG.md,0,11,9.49,13.58,9,38.94,12.64,56.23,10.49
packages/ckeditor5-alignment/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-alignment/LICENSE.md,0,3,10.65,13.52,10.29,45.75,14.65,57.46,13.71
packages/ckeditor5-alignment/README.md,0,1,5.6,9.34,7.06,57.12,11.27,38.7,10.13
packages/ckeditor5-alignment/docs/api/alignment.md,0,0,3.35,5.11,5.3,64.05,8.74,32.11,7.91
packages/ckeditor5-alignment/docs/features/text-alignment.md,0,16,6.34,9.44,7.48,60.48,9.98,37.37,10.63
packages/ckeditor5-autoformat/CHANGELOG.md,0,27,8.16,12.54,8.8,44.11,9.89,46.87,10.22
packages/ckeditor5-autoformat/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-autoformat/LICENSE.md,0,3,10.69,13.65,10.45,44.34,14.69,57.78,13.71
packages/ckeditor5-autoformat/README.md,0,1,6.04,9.9,7.83,51.57,10.97,38.36,9.99
packages/ckeditor5-autoformat/docs/api/autoformat.md,0,0,3.77,6.24,6.14,59.01,8.31,30.99,8
packages/ckeditor5-autoformat/docs/features/autoformat.md,0,11,6.54,9.93,7.71,57.49,8.77,37.22,10.6
packages/ckeditor5-autosave/CHANGELOG.md,0,7,9.39,13.38,8.85,39.87,10.5,54.91,10.09
packages/ckeditor5-autosave/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-autosave/LICENSE.md,0,4,11.89,14.94,12.07,33.5,16.71,59.24,15.17
packages/ckeditor5-autosave/README.md,0,1,5.68,9.44,7.62,52.42,12.05,40.76,10.29
packages/ckeditor5-autosave/docs/api/autosave.md,0,0,4.06,5.99,6.49,55.44,9.56,35.32,8.17
packages/ckeditor5-autosave/docs/features/autosave.md,0,16,7.15,8.35,8.43,62.03,9.8,35.99,10.73
packages/ckeditor5-basic-styles/CHANGELOG.md,0,17,8.47,12.02,7.73,47.4,9.64,51.08,9.59
packages/ckeditor5-basic-styles/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-basic-styles/LICENSE.md,0,3,10.55,13.4,10.16,46.63,14.24,56.42,13.48
packages/ckeditor5-basic-styles/README.md,0,1,5.96,9.55,7.55,56.55,10.36,37.32,10.69
packages/ckeditor5-basic-styles/docs/api/basic-styles.md,0,0,3.84,4.3,5.01,64.69,6.96,33.47,7.59
packages/ckeditor5-basic-styles/docs/features/basic-styles.md,0,19,7.06,9.45,7.85,61.67,9.4,35.86,11.03
packages/ckeditor5-block-quote/CHANGELOG.md,0,16,8.67,12.71,8.12,45.63,10.18,53.66,9.87
packages/ckeditor5-block-quote/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-block-quote/LICENSE.md,0,3,10.5,13.34,10.04,47.51,14.24,56.42,13.48
packages/ckeditor5-block-quote/README.md,0,1,5.1,8.72,6.23,63.06,9.87,35.2,9.52
packages/ckeditor5-block-quote/docs/api/block-quote.md,0,0,3.15,4.73,4.83,67.17,7.84,30.12,7.55
packages/ckeditor5-block-quote/docs/features/block-quote.md,0,17,7.39,9.9,8.49,56.87,10.63,37.53,11.47
packages/ckeditor5-build-balloon-block/CHANGELOG.md,6,27,2.31,4.77,6.91,62.54,12.24,36.74,11.57
packages/ckeditor5-build-balloon-block/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-build-balloon-block/LICENSE.md,0,4,11.88,14.83,11.99,34.44,16.63,57.97,15.17
packages/ckeditor5-build-balloon-block/README.md,0,2,5.87,9.46,6.95,60.64,10.63,35.24,10.36
packages/ckeditor5-build-balloon/CHANGELOG.md,18,60,2.21,4.5,7.12,61.9,12.01,36.16,11.56
packages/ckeditor5-build-balloon/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-build-balloon/LICENSE.md,0,4,11.85,14.84,12.03,33.97,16.67,58.21,15.17
packages/ckeditor5-build-balloon/README.md,0,2,5.62,9.24,7.05,59.13,11.23,35.13,10.43
packages/ckeditor5-build-classic/CHANGELOG.md,18,62,2.3,4.62,7.14,61.72,11.94,36.32,11.53
packages/ckeditor5-build-classic/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-build-classic/LICENSE.md,0,4,11.85,14.84,12.03,33.97,16.67,58.21,15.17
packages/ckeditor5-build-classic/README.md,0,2,5.62,9.24,7.05,59.13,11.23,35.13,10.43
packages/ckeditor5-build-decoupled-document/CHANGELOG.md,17,70,2.39,4.76,7.09,61.88,12.1,36.71,11.63
packages/ckeditor5-build-decoupled-document/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-build-decoupled-document/LICENSE.md,0,4,11.88,14.88,12.12,33.3,16.98,58.21,15.32
packages/ckeditor5-build-decoupled-document/README.md,0,2,6.41,10.15,7.95,53.32,12.27,36.8,11.31
packages/ckeditor5-build-inline/CHANGELOG.md,18,58,2.21,4.49,7.14,61.78,12.02,35.92,11.57
packages/ckeditor5-build-inline/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-build-inline/LICENSE.md,0,4,11.81,14.79,12.03,33.97,16.67,57.42,15.17
packages/ckeditor5-build-inline/README.md,0,2,5.53,9.13,7.05,59.13,11.23,33.21,10.43
packages/ckeditor5-build-multi-root/CHANGELOG.md,0,1,3.94,7.2,7.4,52.7,9.07,39.33,8.84
packages/ckeditor5-build-multi-root/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-build-multi-root/LICENSE.md,0,4,11.77,14.69,11.99,34.44,16.63,57.19,15.17
packages/ckeditor5-build-multi-root/README.md,0,2,5.57,9.01,7.07,60.28,11.21,33.28,10.59
packages/ckeditor5-ckbox/CHANGELOG.md,0,1,3.94,7.2,7.4,52.7,9.07,39.33,8.84
packages/ckeditor5-ckbox/LICENSE.md,0,4,10.23,13.48,10.26,44.07,14.19,56.53,13.73
packages/ckeditor5-ckbox/README.md,0,4,7.12,10.21,8.76,52.21,12.01,33,11.86
packages/ckeditor5-ckbox/docs/api/ckbox.md,0,3,3.64,6.89,6.14,64.06,9.66,27.31,9.85
packages/ckeditor5-ckbox/docs/features/ckbox.md,0,53,8.16,10.19,9.26,53.92,10.36,38.52,12.04
